category,base_class,text
conversation,conversation,oh i can hang. you have not met me yet
conversation,conversation,"look i am a proper badass, like angel tattoo on my hip and everything."
conversation,conversation,"whoa.. angel tattoo.. okay, i probably cant hang"
conversation,conversation,hi! how are you? worlds best aunt here! do you have any nephews nieces?
conversation,conversation,"i do not have any nephews or nieces, but i met an awesome girl last month."
conversation,conversation,nice! do you already think she is the one?
conversation,conversation,its hard to say. we have only been dating a month.
conversation,conversation,"good luck! do you work or study? i am in grad school, graduating this year!"
conversation,conversation,i work a lot. i spend most my spare time in the outdoors.
conversation,conversation,"me too like the outdoors, especially with my dog! gosh, i love my dog! any pets?"
conversation,conversation,no pets. i would love to get a dog to take on hikes!
conversation,conversation,do you cook and what food? that could help you with the lady!
conversation,conversation,"not a huge cooker, but i do make a pretty mean breakfast though love pancakes."
conversation,conversation,great! i enjoy italian and like to cook it.
conversation,conversation,i enjoy a good italian meal from time to time... whats your dogs name?
conversation,conversation,"hello, how are you this afternoon?"
conversation,conversation,"i am fine thanks, did you start to read the book i lent you?"
conversation,conversation,"no, sorry. i have been practicing basketball."
conversation,conversation,that is so good! i would come and watch but i cannot drive
conversation,conversation,i graduated college with a basketball scholarship. what did you go for?
conversation,conversation,i studied english history as i had books on it! whats your favourite number?
conversation,conversation,21. that is hebron james number.
conversation,conversation,mine is 7. suarez used to have that number.
conversation,conversation,"i had to have knee surgery a few months ago, my walking cast was in caps colors"
conversation,conversation,wow! i love these chats as i am deaf and i can chat to different people.
conversation,conversation,"i do not like talking on the phone, never did. i prefer to text."
conversation,conversation,no one can see me either. i can scratch my nose etc
conversation,conversation,as long as you do not get cat scratch fever from doing so.
